id,ingreso_txt,sexo_txt,edad,educ,exper,horas,k,formal,situacion,tamano,sector,satisf_txt,urbano,casado,hijos,provincia
2705,470.11,H,55,4,38,211,1110.56,0,2,2,2,Normal,1,1,3,Loja
2706,2029.81, Mujer,62,20,,182,3239.67,1,1,3,3,Feliz,1,0,0,Azuay
2707,518.66, Mujer,20,10,3,142,1240.3,0,2,3,3,Normal,1,1,3,El Oro
2708,  295,Hombre ,57,7,42,124,113.45,0,3,4,3,Muy triste,1,1,1,GUAYAS
2709,635.97,H,41,8,28,205,823.18,0,2,3,2,Normal,0,1,2,Azuay
2710,1240.42,mujer,21,11,3,240,1639.83,0,2,3,4,Normal,1,0,0,El  Oro
2711,"954,07",mujer,53,12,33,222,904.23,0,3,1,3,Feliz,0,1,2,el oro
2712,"868,82",Hombre ,56,14,36,162,732.88,0,3,3,2,Normal,0,1,1,El Oro
2713,s/i, Mujer,30,15,8,188,1198.4,0,3,1,1,Triste,1,0,1,GUAYAS
2714,419.94,MUJER ,36,18,10,108,1577.15,1,1,1,1,Muy feliz,1,1,3,El Oro
2715,  420,hombre,63,17,41,142,747.3,1,1,1,4,Muy feliz,0,0,1,El  Oro
2716,1168.79,MUJER ,40,13,22,180,1902.1,0,2,4,4,Normal,1,1,3, El Oro
2717,  1128,H,21,16,1,153,907.04,1,1,3,1,Triste,0,0,2,EL ORO
2718,"987,43",H,39,99,24,155,1827.4,1,1,3,1,Muy feliz,1,0,1,Guayas
2719,  1258,hombre,30,12,,232,2862.19,0,2,2,3,Feliz,0,1,2,El Oro
2720,1322.08,Hombre ,50,9,36,175,1304.29,0,2,4,5,Normal,1,1,3,El  Oro
2721,,Hombre,29,12,10,135,1165.23,0,2,2,3,Triste,1,1,3,Guayas
2722,1374.40,Hombre,31,12,13,207,2261.56,0,3,4,4,Normal,1,0,5, El Oro
2723,"552,81",HOMBRE,21,4,7,211,2159.52,0,2,3,1,Triste,0,0,0,EL ORO
2724,603.71,mujer,42,14,24,131,1106.15,0,3,2,3,Feliz,1,1,0,Azuay
2725,, Mujer,35,12,20,107,1334.2,0,3,1,1,Normal,0,0,0,El Oro
2726,"842,89",Hombre ,20,12,3,148,2321.52,1,1,3,1,Muy feliz,1,1,4, El Oro
2727,"1.249,75",hombre,61,13,40,173,6581.37,1,1,1,3,Normal,0,1,3,EL ORO
2728,  391,Hombre ,19,14,0,211,561.33,0,2,1,4,Triste,1,0,1, El Oro
2729,"691,01",MUJER ,27,16,6,191,446.19,0,2,2,3,Feliz,1,1,3,Azuay
2730,"525,30",HOMBRE,19,14,0,212,643.32,0,2,2,3,Muy feliz,1,0,0,El  Oro
2731,"897,60",mujer,61,99,42,152,868.84,1,1,3,3,Muy feliz,0,1,2,AZUAY
2732,818.02,Hombre,35,18,13,155,1116.66,0,2,2,3,Feliz,0,1,2,El  Oro
2733,590.67,hombre,18,13,0,163,1846.27,1,1,1,1,Muy triste,1,0,0,Loja
2734,"1.933,89",Hombre ,38,13,18,225,2543.71,0,2,2,1,Muy feliz,1,0,2,El  Oro
2735,833.92,Hombre ,36,17,13,155,,1,1,2,3,Feliz,1,1,1,el oro
2736,"274,55",HOMBRE,58,6,44,110,776.49,1,1,1,3,Triste,1,1,4,AZUAY
2737,122.31,hombre,21,99,6,40,523.13,0,2,1,5,Muy triste,0,0,0, El Oro
2738,NA,HOMBRE,56,9,39,74,2574.68,0,3,2,5,Muy feliz,1,0,1,Guayas
2739,  395,MUJER ,23,8,8,137,1106.27,0,2,3,3,Muy feliz,1,0,0,AZUAY
2740,395.32,HOMBRE,62,8,46,194,501.74,0,3,1,3,Muy triste,1,0,0,El  Oro
2741,  1130,hombre,24,11,6,220,1820.15,0,2,1,1,Muy feliz,1,0,1,el oro
2742,"911,63",mujer,34,11,17,192,4614.1,1,1,3,5,Feliz,1,1,1,El Oro
2743,  1406, Mujer,27,15,8,191,,1,1,2,4,Muy feliz,1,0,0, Loja
2744,332.66,Hombre ,18,9,5,131,1885.26,0,2,2,1,Normal,0,1,3,guayas
2745,"521,59",hombre,18,13,0,129,2401.29,0,2,1,1,Feliz,0,0,0,AZUAY
2746,"576,17",mujer,34,14,15,113,604.55,0,2,1,3,Normal,1,1,3,El Oro
2747,NA,mujer,62,14,41,163,1936.8,0,2,1,1,Normal,0,1,0,EL ORO
2748,"791,30",H,26,4,11,208,4620.93,0,2,2,2,Triste,1,1,1,El  Oro
2749,s/i,H,47,10,31,144,2294.6,0,3,1,3,Triste,0,1,2,Loja
2750,,MUJER ,62,10,48,232,936.49,0,3,2,4,Triste,1,0,1,EL ORO
2751,621.78,HOMBRE,47,11,32,125,706.36,1,1,1,3,Normal,1,1,2,Azuay
2752,  2338,M,43,18,18,162,3744.23,1,1,4,3,Feliz,0,0,0,GUAYAS
2753,698.15,hombre,60,13,41,178,1378.67,1,1,1,5,Muy triste,1,1,2,guayas
2754,"805,03",Hombre,53,9,36,218,3328.6,1,1,2,4,Triste,0,1,2,Guayas
2755,"1.341,48",HOMBRE,28,20,2,186,3588.9,1,1,1,4,Muy feliz,1,0,3, El Oro
2756,"626,75",Mujer,29,12,11,233,931.17,1,1,1,3,Triste,1,0,2,GUAYAS
2757,"378,72",mujer,44,12,29,77,369.02,0,2,3,1,Triste,0,0,1,El  Oro
2758,NA,Hombre,51,6,37,159,1008.7,0,3,2,3,Feliz,0,0,0,El  Oro
2759,"1.045,24",hombre,99,14,26,180,2330.08,0,2,1,1,Triste,0,1,4,GUAYAS
2760,  863,Hombre ,49,9,35,149,4815.18,0,2,3,5,Feliz,1,0,0,El Oro
2761,"297,35",Hombre,31,5,17,136,683.24,0,2,3,3,Normal,1,0,1, El Oro
2762,1241.41,Hombre,43,17,21,213,933.11,1,1,4,3,Muy feliz,1,1,2, El Oro
2763,702.58,MUJER ,20,7,3,166,13328.35,1,1,1,1,Feliz,0,0,1, El Oro
2764,"440,14",Hombre,25,13,9,93,3717.71,1,1,1,4,Normal,0,0,0,Azuay
2765,510.83,Hombre ,29,10,12,145,2049.96,0,2,1,1,Triste,1,1,3,Loja
2766,  794,Hombre ,36,99,21,188,2488.3,0,2,3,3,Triste,0,0,1, El Oro
2767,1129.68,Hombre,37,14,17,217,1921.52,1,1,2,3,Feliz,0,0,1,el oro
2768,"640,50",Hombre ,35,15,15,159,568.34,1,1,2,1,Normal,1,1,2,El  Oro
2769,590.22,Hombre,42,14,20,124,641.69,1,1,2,3,Feliz,1,0,0,El Oro
2770,  1389,MUJER ,47,19,25,152,1720.57,1,1,4,3,Muy feliz,1,0,0,El  Oro
2771,761.26,Mujer,30,16,6,104,1345.05,1,1,1,3,Muy triste,1,1,0,Guayas
2772,"481,81",HOMBRE,19,7,,209,746.38,1,1,3,2,Feliz,1,0,1,EL ORO
2773,636.14, Mujer,28,18,3,161,1432.6,1,1,2,3,Normal,1,1,3,LOJA
2774,655.85,mujer,60,14,38,171,835.83,0,3,2,2,Muy feliz,0,1,1,LOJA
2775,"731,05",HOMBRE,36,11,17,143,3585.19,0,3,1,3,Normal,0,1,1,El  Oro
2776,590.74,Hombre ,50,5,35,151,2810.13,0,3,2,3,Normal,1,0,0,el oro
2777,"748,84",Hombre ,43,12,24,131,1201.73,0,2,1,3,Normal,1,1,3, El Oro
2778,1240.67,H,41,16,17,162,1754.71,1,1,1,3,Feliz,1,1,4, El Oro
2779,398.41,Mujer,24,4,9,140,1804,0,2,1,5,Muy triste,1,0,0,Loja
2780,777.61,M,23,10,6,135,1188.06,1,1,2,3,Normal,1,0,0,El  Oro
2781,928.54,Hombre ,30,13,12,135,2984.73,0,2,1,1,Normal,1,0,1,EL ORO
2782,"382,01",H,39,14,20,168,534.59,1,1,1,3,Triste,1,1,0,EL ORO
2783,"362,54",Hombre,19,14,0,139,274.53,1,1,1,3,Muy triste,1,0,1,Guayas
2784,1538.96,Hombre ,41,15,23,293,1692.9,0,2,4,4,Normal,1,0,1,El Oro
2785,"540,20",MUJER ,47,6,32,141,2398.58,0,3,2,1,Triste,1,1,2,EL ORO
2786,"1.331,47",Mujer,43,99,28,211,4432.94,0,2,4,3,Normal,1,0,1,EL ORO
2787,"616,08",Hombre,30,12,11,190,1086.32,0,2,1,3,Normal,1,1,2,El Oro
2788,668.07,hombre,26,11,9,999,2930.83,0,2,1,3,Triste,0,0,1,EL ORO
2789,"1.559,16",hombre,42,18,16,142,3611.64,0,2,3,3,Normal,1,0,1,El  Oro
2790,417.01,hombre,49,13,26,141,783.46,1,1,2,5,Muy triste,1,1,3,el oro
2791,729.02,M,44,14,23,143,1102.59,0,2,1,4,Muy feliz,1,1,2, El Oro
2792,"980,91",H,31,10,17,208,1439.48,0,3,1,4,Normal,1,1,2,el oro
2793,517.72,HOMBRE,27,8,11,118,754.67,1,1,3,5,Muy triste,0,1,3, El Oro
2794,1032.84,hombre,56,12,40,238,1208.54,0,2,2,4,Feliz,1,1,2,El  Oro
2795,"404,49", Mujer,21,10,5,112,1239.67,0,2,4,1,Feliz,1,0,0, El Oro
2796,NA, Mujer,28,2,12,187,3542.78,0,2,1,3,Triste,1,0,0,El Oro
2797,  615,hombre,32,16,9,156,684.43,1,1,2,4,Muy feliz,1,1,2,GUAYAS
2798,  731,mujer,20,13,3,182,711.27,1,1,3,5,Triste,1,0,0,El Oro
2799,  516,hombre,34,12,17,117,484.83,1,1,3,5,Muy feliz,1,1,1,El Oro
2800,502.12,HOMBRE,45,3,30,128,1592.41,0,2,1,4,Triste,1,1,0,El Oro
2801,1100.71,HOMBRE,62,17,37,165,2556.73,0,3,2,2,Feliz,1,0,1, El Oro
2802,389.53,Hombre ,18,11,0,155,514.47,0,2,2,2,Feliz,0,1,2,El  Oro
2803,1414.75, Mujer,59,13,41,122,4717.47,1,1,4,1,Muy feliz,1,1,2,EL ORO
2804,"677,82",Mujer,44,15,24,174,740.36,0,2,1,5,Muy feliz,1,0,1,El  Oro
2805,464.12,HOMBRE,39,10,25,181,549.65,0,2,2,4,Normal,0,1,1,El Oro
2806,876.52,Mujer,23,6,6,182,1077.78,0,3,3,3,Feliz,1,0,0,el oro
2807,  836,Hombre ,20,15,0,999,4150.52,0,2,2,4,Feliz,0,0,0,el oro
2808,NA,M,62,8,48,170,1339.58,0,3,2,2,Triste,1,1,1,El  Oro
2809,522.58, Mujer,99,5,41,147,8839.5,0,3,1,2,Triste,1,1,3,Guayas
2810,521.79,H,24,17,0,128,1869.11,1,1,1,3,Normal,1,1,1,Guayas
2811,"434,42",H,37,8,19,152,1534.76,1,1,2,3,Triste,1,0,0,el oro
2812,"1.059,54",HOMBRE,26,11,8,205,3271.6,1,1,1,4,Feliz,1,0,1, El Oro
2813,673.99,H,34,11,19,224,682.02,1,1,1,1,Normal,1,1,1,EL ORO
2814,"1.091,86",hombre,53,11,36,162,2817.28,1,1,2,4,Triste,0,0,3,EL ORO
2815,935.50,Hombre ,44,9,30,95,3650.58,0,3,4,5,Triste,1,1,2,Azuay
2816,427.15,Hombre ,20,9,3,119,1151.06,0,2,1,4,Normal,1,0,0,Azuay
2817,"760,53",M,58,13,39,141,1512.39,0,3,4,3,Feliz,0,0,0,Azuay
2818,"477,70",M,57,10,42,204,886.89,0,2,1,5,Feliz,1,0,1,El  Oro
2819,1045.80,Hombre ,35,99,17,194,2275.54,0,2,4,1,Feliz,1,1,1,Guayas
2820,"250,62",M,57,10,45,191,507.21,0,3,1,2,Muy feliz,1,0,2,EL ORO
2821,"1.895,94",Mujer,35,18,12,212,934.33,0,3,3,2,Muy feliz,1,1,0,El  Oro
2822,,mujer,42,10,25,189,1080.51,0,2,1,5,Normal,0,0,0,Loja
2823,"459,73",M,35,10,20,141,1122.36,0,3,2,3,Normal,0,1,4,LOJA
2824,"1.274,08",hombre,41,18,19,220,700.64,1,1,1,1,Triste,0,1,4,LOJA
2825,"486,49",MUJER ,23,10,7,124,643.23,1,1,2,2,Triste,1,1,1,AZUAY
2826,"284,59", Mujer,42,6,26,125,616.2,0,2,3,4,Feliz,0,1,2,AZUAY
2827,  528,Hombre ,65,13,48,180,727.84,0,2,1,3,Triste,1,1,5, El Oro
2828,985.75,Mujer,64,14,44,132,920.21,0,3,2,3,Triste,0,0,1,Guayas
2829,571.75,Hombre ,20,13,3,112,1104.31,0,2,1,2,Muy triste,1,0,2,El  Oro
2830,1444.14,hombre,40,15,16,139,1920.45,1,1,2,1,Muy feliz,0,0,2, El Oro
2831,"1.087,32",HOMBRE,28,14,12,159,2247.77,1,1,1,1,Triste,0,1,1,GUAYAS
2832,"1.214,46", Mujer,48,17,26,202,1042.3,1,1,2,3,Feliz,1,0,0,el oro
2833,s/i,hombre,61,9,45,171,2640.99,0,3,1,5,Normal,0,0,,AZUAY
2834,1147.33,M,50,12,31,171,2181.24,0,3,3,4,Muy feliz,1,1,3,guayas
2835,638.09,H,20,13,1,180,326.02,0,2,2,4,Normal,0,1,3,El  Oro
2836,  664,HOMBRE,22,99,3,177,2527,0,2,1,3,Muy feliz,0,0,1,GUAYAS
2837,500.36,hombre,61,5,43,168,3310.27,0,2,2,4,Muy triste,1,0,2,EL ORO
2838,520.53,H,31,16,8,146,735.03,1,1,2,4,Normal,1,0,1,El Oro
2839,  268,hombre,18,4,2,147,533.41,0,2,1,1,Normal,1,0,0,el oro
2840,968.43,M,51,11,32,205,1136.19,0,2,3,4,Muy feliz,1,0,1,guayas
2841,873.93,Mujer,41,12,23,128,2329.53,1,1,2,4,Normal,1,1,1, El Oro
2842,289.00,HOMBRE,20,11,3,101,665.7,0,2,2,4,Triste,0,0,1,El  Oro
2843,1074.42,Mujer,26,15,6,203,1239.47,0,3,3,4,Triste,0,0,0,El Oro
2844,486.66,Hombre,47,12,30,90,3135.18,1,1,1,3,Triste,0,0,2, Loja
2845,911.72,Hombre ,23,14,4,240,651.99,0,2,4,3,Muy triste,1,0,0,el oro
2846,485.44,Hombre ,20,15,0,222,427.82,1,1,1,3,Triste,0,1,5,AZUAY
2847,317.29,Hombre ,22,13,4,50,3191.18,0,2,1,2,Triste,0,0,0,LOJA
2848,1227.92,M,64,16,43,151,1549.48,0,2,1,5,Triste,1,0,2,El  Oro
2849,523.07,HOMBRE,48,11,,105,447.63,0,3,2,4,Feliz,0,1,0, El Oro
2850,1367.70,H,39,15,21,166,721.48,0,2,2,3,Muy feliz,0,0,0,EL ORO
2851,"2.017,75",Hombre,26,20,0,239,2290.64,1,1,1,3,Normal,0,0,0,guayas
2852,"841,85",Hombre,21,15,3,171,394.61,0,2,4,1,Triste,1,0,2,El Oro
2853,946.68,HOMBRE,22,17,0,222,824.32,1,1,4,1,Triste,0,0,2,GUAYAS
2854,  509,hombre,35,4,21,238,760.93,0,2,2,3,Normal,1,0,1,El Oro
2855,720.56,MUJER ,39,6,25,139,2191.78,0,3,3,3,Feliz,0,1,2,Azuay
2856,"861,75",Hombre ,23,13,4,135,1489.16,1,1,2,5,Muy feliz,0,1,1,Azuay
2857,  1531,M,55,20,29,129,2226.19,1,1,1,1,Feliz,0,1,1,el oro
2858,"357,47",Hombre ,21,12,4,203,1354.75,1,1,1,5,Triste,0,1,2, El Oro
2859,599.38,mujer,45,11,29,170,2067.26,0,3,1,2,Muy feliz,1,0,2, Loja
2860,"432,16",Hombre ,45,12,26,74,580.8,1,1,1,1,Feliz,1,0,0,El Oro
2861,"652,18",Hombre ,38,10,23,187,763.67,0,2,1,5,Feliz,0,0,0, Loja
2862,846.03,HOMBRE,60,15,42,197,607.34,1,1,3,1,Normal,1,1,3,Azuay
2863,597.42,Mujer,46,8,33,176,3621.89,0,3,1,2,Feliz,0,0,0,Guayas
2864,  499,hombre,27,2,10,74,4839.57,0,2,1,1,Triste,0,0,2,EL ORO
2865,"844,92",HOMBRE,36,11,19,197,2572.38,0,2,2,1,Feliz,0,1,2,EL ORO
2866,"1.490,49",Hombre,62,17,40,187,1608.69,1,1,3,2,Muy feliz,0,1,2,EL ORO
2867,"1.849,56",HOMBRE,46,18,21,188,5212.86,1,1,2,1,Triste,1,1,1, El Oro
2868,887.31,H,28,15,8,169,1602.28,0,3,1,5,Muy feliz,1,0,1,Azuay
2869,799.83, Mujer,20,14,0,182,1637.56,1,1,2,3,Feliz,1,0,1,Guayas
2870,"530,45", Mujer,58,13,35,127,754.86,0,3,1,5,Normal,1,1,1,el oro
2871,  446,Mujer,51,8,36,189,3338.64,1,1,1,4,Normal,0,0,0,Azuay
2872,s/i,Hombre ,62,10,48,169,1703.54,0,3,1,3,Muy feliz,0,1,5,EL ORO
2873,  865,Mujer,41,13,20,120,5628.97,1,1,2,1,Triste,0,1,1,Azuay
2874,"261,46",HOMBRE,22,99,9,88,512.09,0,2,4,5,Triste,1,0,0,EL ORO
2875,  536,H,58,12,43,166,2997.05,0,2,1,3,Feliz,1,1,2,el oro
2876,960.39,Mujer,22,11,9,213,1239.11,0,2,3,1,Triste,0,1,3,Guayas
2877,586.20,Hombre,45,4,31,168,4084.36,0,2,1,5,Muy triste,1,1,4,El Oro
2878,1123.13,HOMBRE,19,14,0,189,1764.99,0,2,4,5,Feliz,0,1,3,El  Oro
2879,503.54,M,59,11,42,160,575.59,1,1,3,4,Feliz,1,0,1,Guayas
2880,999999,HOMBRE,52,7,34,190,733.12,0,2,4,4,Normal,1,0,2,El  Oro
2881,"490,92",M,18,13,0,153,615.03,0,2,1,2,Feliz,0,1,2,LOJA
2882,"423,23",mujer,21,9,6,159,534.37,0,2,2,3,Feliz,1,0,2, Loja
2883,,HOMBRE,55,18,30,163,323.73,1,1,3,4,Normal,0,1,4,GUAYAS
2884,984.26,Mujer,53,16,31,223,1404.7,0,3,1,3,Feliz,1,1,2, El Oro
2885,  749,H,53,6,37,186,1002.67,0,2,3,1,Normal,1,0,2,El Oro
2886,"353,66", Mujer,43,7,29,213,1330.46,1,1,1,1,Muy feliz,1,0,3,AZUAY
2887,"762,20",Hombre ,30,14,10,172,1098.67,0,3,1,1,Feliz,1,0,0,EL ORO
2888,834.54,H,28,14,7,135,8504.12,1,1,1,1,Triste,1,0,0, El Oro
2889,335.98,HOMBRE,24,15,3,82,412.66,1,1,1,3,Muy feliz,1,1,3,El  Oro
2890,"496,92",hombre,43,9,29,77,1806.63,0,2,2,2,Triste,1,0,1, Loja
2891,"690,81",Hombre ,50,11,33,128,2125.21,0,3,1,5,Feliz,0,1,1, Loja
2892,"356,54",Hombre,30,7,17,157,2600.7,0,3,1,3,Normal,0,0,0,AZUAY
2893,  1947,M,31,21,1,264,3642.51,1,1,1,3,Normal,1,1,4,el oro
2894,570.61,M,56,9,42,230,732.51,0,3,2,1,Triste,1,1,2,GUAYAS
2895,  680,H,20,15,1,109,1127.05,0,3,3,1,Muy feliz,0,0,2,LOJA
2896,442.31,HOMBRE,31,7,16,219,287.68,1,1,1,1,Feliz,1,1,1, El Oro
2897,584.59,mujer,24,2,10,213,2409.33,0,3,2,4,Triste,1,0,0,El Oro
2898,"396,31", Mujer,25,99,10,168,362.99,0,2,3,5,Muy triste,1,0,1, Loja
2899,"793,64",MUJER ,36,17,13,157,1240.69,1,1,1,1,Muy triste,1,1,3,GUAYAS
2900,661.33,hombre,64,14,42,145,477.25,0,2,1,3,Muy feliz,1,1,2,guayas
2901,365.90,MUJER ,32,99,14,182,578.91,0,2,1,4,Muy feliz,0,1,1, El Oro
2902,624.12, Mujer,47,9,32,155,1353.75,1,1,2,1,Feliz,0,1,3,Loja
2903,"795,70",Mujer,37,18,11,134,784.45,0,2,1,2,Triste,1,0,0,El Oro
2904,,hombre,99,9,35,163,1572.58,0,3,1,1,Triste,0,0,2, El Oro
2905,"910,93",mujer,40,14,23,185,1232.04,1,1,1,4,Triste,1,1,2,el oro
2906,"557,42",H,61,10,44,131,1782.63,0,2,2,1,Triste,0,1,2,el oro
2907,"939,56",mujer,19,13,0,219,908.57,1,1,3,5,Muy triste,1,0,0,El  Oro
2908,326.92,Hombre ,28,7,12,68,1240.14,0,2,3,5,Normal,0,1,1,El Oro
2909,NA,Hombre,57,11,40,201,2400.75,1,1,3,5,Muy feliz,1,0,1,El  Oro
2910,953.43,mujer,37,13,20,235,2437,0,3,1,3,Feliz,0,1,3,El Oro
2911,"1.171,64",mujer,20,11,4,198,2661.62,1,1,3,4,Triste,0,1,4,Loja
2912,734.63,hombre,19,14,1,190,550.26,1,1,2,3,Normal,0,0,1,el oro
2913,859.67,mujer,49,18,24,121,2740.07,1,1,1,5,Normal,0,0,0,el oro
2914,  792,Hombre ,26,3,13,192,3331.38,0,2,2,3,Triste,1,0,0, Loja
2915,586.47,Mujer,42,11,24,150,1372.96,0,3,3,3,Muy triste,1,0,1,AZUAY
2916,,H,24,12,4,194,1532.35,0,2,2,4,Feliz,1,0,0,El  Oro
2917,  731,hombre,60,14,40,185,492.48,1,1,1,4,Feliz,1,1,4,Guayas
2918,  541,Hombre,52,14,34,90,502.15,1,1,3,2,Normal,1,1,1,AZUAY
2919,  1533,Hombre,31,16,8,187,1648.74,1,1,2,4,Feliz,1,0,0,el oro
2920,138.35,mujer,19,3,3,166,224.12,0,3,2,3,Triste,0,1,3, El Oro
2921,"1.073,09",hombre,55,17,31,245,1049.97,1,1,1,2,Muy feliz,1,0,2,EL ORO
2922,"1.054,44",Mujer,50,11,33,235,1573.84,0,2,2,1,Normal,0,0,0, El Oro
2923,710.18,HOMBRE,45,14,26,123,2216.54,1,1,3,2,Muy triste,1,1,4,El  Oro
2924,  1476,M,40,15,18,152,7574.01,1,1,1,4,Muy triste,1,1,2,Loja
2925,"999,05",HOMBRE,45,13,30,176,2106.15,0,3,2,3,Normal,1,1,4,EL ORO
2926,603.13,M,44,8,31,205,720.39,1,1,2,4,Normal,1,0,3,EL ORO
2927,"702,53",hombre,29,15,5,169,800.13,1,1,1,5,Muy feliz,1,0,0,Guayas
2928,  291,H,29,10,14,133,2821.6,1,1,2,1,Muy triste,1,0,0,el oro
2929,634.60,Hombre ,23,13,3,160,1136.59,1,1,1,4,Feliz,1,1,3,EL ORO
2930,"452,87",hombre,44,11,28,173,1073.46,1,1,1,5,Muy triste,0,0,0,El Oro
2931,  967,M,23,15,3,176,1454.77,1,1,3,1,Normal,1,1,3,El  Oro
2932,NA,Hombre,34,17,11,195,915.09,1,1,1,1,Normal,1,1,2,el oro
2933,596.71, Mujer,19,14,0,156,882.57,1,1,3,4,Feliz,1,1,1,LOJA
2934,623.56,HOMBRE,21,12,2,198,975.05,0,2,1,5,Feliz,1,1,3,EL ORO
2935,"439,57",HOMBRE,32,7,16,192,1070.96,0,2,1,4,Feliz,1,0,0,Loja
2936,"732,50",Hombre,32,13,14,143,516.29,1,1,2,1,Feliz,1,1,3,guayas
2937,"409,38", Mujer,99,7,24,196,728.84,0,2,1,2,Feliz,1,1,2,el oro
2938,660.33, Mujer,32,12,13,165,752.08,0,2,4,3,Muy feliz,0,0,0,EL ORO
2939,524.33,MUJER ,30,10,13,217,1142.7,1,1,2,4,Normal,1,0,0,EL ORO
2940,402.47,H,19,11,3,177,860.12,0,2,2,4,Muy feliz,1,0,1, Loja
2941,"829,75",MUJER ,27,8,12,214,982.65,0,2,1,1,Normal,1,0,1,EL ORO
2942,1138.30, Mujer,41,9,25,207,2477.14,0,2,4,3,Feliz,1,0,0, El Oro
2943,1777.61,Mujer,52,13,31,203,2348.24,0,3,4,3,Feliz,1,1,3, Loja
2944,"460,06",M,23,13,3,109,1931.9,1,1,1,1,Feliz,1,1,3,El  Oro
2945,"351,51",H,19,5,2,123,1374.57,0,2,2,3,Muy feliz,0,0,2,Azuay
2946,"708,45",HOMBRE,30,12,11,133,844.33,1,1,2,3,Muy feliz,1,0,0, El Oro
2947,562.07,Hombre,20,10,3,200,816.53,0,2,1,5,Triste,0,0,0,guayas
2948,"708,44",Hombre,22,13,4,122,671.38,1,1,4,4,Triste,0,0,0,Guayas
2949,789.87,Mujer,64,11,47,161,3799.15,0,3,3,5,Feliz,1,1,0, Loja
2950,1260.41,hombre,27,12,9,180,982.35,0,2,3,3,Triste,0,1,1,Guayas
2951,996.35,hombre,44,12,27,161,1252.11,0,2,1,3,Muy triste,1,0,2,El  Oro
2952,1069.56,mujer,55,11,40,213,1160.44,0,3,1,4,Feliz,0,0,1,el oro
2953,1198.31,hombre,41,12,26,188,2455.24,0,3,1,5,Muy feliz,1,0,,El  Oro
2954,"597,28",hombre,47,7,30,227,708.93,0,2,1,3,Triste,0,1,2,GUAYAS
2955,990.03,hombre,25,12,4,134,1178.32,0,3,3,3,Normal,1,0,2,LOJA
2956,835.80,hombre,51,5,35,256,1954.19,0,3,2,5,Normal,0,1,2,Azuay
2957,355.95, Mujer,18,10,2,184,1623.57,0,2,1,4,Normal,0,0,0,El Oro
2958,"289,59",Mujer,54,10,37,168,1397.53,0,2,1,2,Triste,1,1,1,EL ORO
2959,"1.478,98",mujer,61,15,41,139,722.36,1,1,4,3,Feliz,1,1,0,Azuay
2960,"1.368,57",hombre,28,99,8,187,1307.5,1,1,4,3,Feliz,1,1,4,Guayas
2961,"552,33",MUJER ,31,17,9,183,643.73,1,1,1,3,Muy feliz,1,1,3,GUAYAS
2962,"919,40",M,32,9,18,218,866.06,0,3,2,1,Muy triste,1,1,3, El Oro
2963,  800,MUJER ,63,13,43,135,2548.76,1,1,2,4,Muy feliz,1,1,2,Azuay
2964,1025.07,mujer,62,17,39,179,1728.7,0,3,3,2,Muy feliz,0,0,1,el oro
2965,1365.34,H,55,99,37,210,2433.7,1,1,1,2,Normal,1,0,2,Azuay
2966,"431,13",hombre,64,15,43,134,2483.33,1,1,2,2,Normal,0,0,1,AZUAY
2967,1017.50,M,47,14,28,151,1766.27,0,2,2,4,Triste,1,1,2,El  Oro
2968,,Mujer,57,14,38,132,1557.31,1,1,1,1,Normal,1,1,3,El  Oro
2969,"602,43",Mujer,28,8,11,191,2402.99,1,1,2,4,Feliz,1,0,2,LOJA
2970,1532.44,HOMBRE,21,16,2,173,1594.8,0,2,1,1,Feliz,0,0,0,el oro
2971,"815,64",hombre,54,11,38,216,685.52,0,2,4,3,Muy feliz,1,1,1,LOJA
2972,"940,29",Hombre ,48,15,30,175,1470.67,1,1,2,3,Feliz,1,1,3,El  Oro
2973,  923,Hombre,46,18,20,216,667.47,1,1,3,5,Normal,0,1,3,el oro
2974,819.02,mujer,40,11,24,152,5670.39,0,3,4,5,Muy triste,1,1,4,El  Oro
2975,"629,46",Hombre,33,9,16,215,323.34,1,1,2,5,Feliz,0,1,1,LOJA
2976,"531,52",MUJER ,42,5,28,152,1123.4,0,3,3,5,Feliz,0,0,3,AZUAY
2977,699.22,MUJER ,27,10,10,263,1195.16,0,3,1,5,Triste,0,1,4, El Oro
2978,"2.676,57",HOMBRE,99,22,0,153,3986.04,1,1,4,3,Normal,0,1,2,AZUAY
2979,,Mujer,26,99,7,161,936.98,1,1,1,4,Normal,1,0,0,Guayas
2980,1217.79,Hombre ,28,10,12,255,2160.86,1,1,2,1,Muy feliz,1,1,2,el oro
2981,"1.052,16",Hombre ,57,16,35,205,1640.13,0,2,1,1,Muy feliz,0,1,3,LOJA
2982,510.38,M,45,12,25,201,1569.05,0,3,1,5,Normal,1,1,2,LOJA
2983,740.36,Mujer,40,9,24,153,907.37,0,3,2,2,Normal,1,1,2, Loja
2984,"715,30",mujer,40,13,18,86,6198.83,0,2,2,3,Normal,0,0,0, El Oro
2985,"257,13",HOMBRE,22,12,3,42,,1,1,1,3,Triste,0,1,1,El Oro
2986,"582,20",Hombre ,52,16,30,148,476.56,1,1,2,4,Feliz,1,0,2, El Oro
2987,"294,35", Mujer,32,7,16,88,754.9,0,2,1,4,Muy feliz,1,1,2,Azuay
2988,414.34,H,52,11,35,237,523.9,0,3,1,4,Feliz,1,0,0,Azuay
2989,"522,68",Hombre ,26,11,9,162,730.05,0,2,1,5,Feliz,1,0,0, Loja
